id,name,types,abilities,moves,stats,game_indices,generation
404,luxio,['electric'],"['rivalry', 'intimidate', 'guts']","['headbutt', 'tackle', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'quick-attack', 'double-team', 'confuse-ray', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'endure', 'swagger', 'spark', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'facade', 'charge', 'helping-hand', 'secret-power', 'fake-tears', 'signal-beam', 'shock-wave', 'natural-gift', 'magnet-rise', 'thunder-fang', 'ice-fang', 'fire-fang', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'snarl', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'psychic-fangs', 'rising-voltage', 'tera-blast', 'trailblaze']","{'hp': 60, 'attack': 85, 'defense': 49, 'special-attack': 60, 'special-defense': 49, 'speed': 60}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
405,luxray,['electric'],"['rivalry', 'intimidate', 'guts']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'hyper-beam', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'quick-attack', 'double-team', 'confuse-ray', 'light-screen', 'swift', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'endure', 'swagger', 'spark', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'facade', 'charge', 'helping-hand', 'superpower', 'secret-power', 'fake-tears', 'signal-beam', 'shock-wave', 'natural-gift', 'magnet-rise', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'snarl', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'laser-focus', 'throat-chop', 'psychic-fangs', 'rising-voltage', 'tera-blast', 'trailblaze', 'supercell-slam']","{'hp': 80, 'attack': 120, 'defense': 79, 'special-attack': 95, 'special-defense': 79, 'speed': 70}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
406,budew,"['grass', 'poison']","['natural-cure', 'poison-point', 'leaf-guard']","['swords-dance', 'cut', 'poison-sting', 'pin-missile', 'absorb', 'mega-drain', 'growth', 'razor-leaf', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'petal-dance', 'toxic', 'double-team', 'swift', 'flash', 'rest', 'substitute', 'mind-reader', 'snore', 'cotton-spore', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'nature-power', 'secret-power', 'weather-ball', 'grass-whistle', 'extrasensory', 'bullet-seed', 'covet', 'water-sport', 'natural-gift', 'worry-seed', 'poison-jab', 'seed-bomb', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'venoshock', 'round', 'confide', 'dazzling-gleam', 'life-dew', 'grassy-glide']","{'hp': 40, 'attack': 30, 'defense': 35, 'special-attack': 50, 'special-defense': 70, 'speed': 55}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
407,roserade,"['grass', 'poison']","['natural-cure', 'poison-point', 'technician']","['swords-dance', 'cut', 'body-slam', 'poison-sting', 'pin-missile', 'hyper-beam', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'poison-powder', 'stun-spore', 'petal-dance', 'toxic', 'double-team', 'swift', 'flash', 'rest', 'substitute', 'snore', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'giga-drain', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'nature-power', 'ingrain', 'secret-power', 'weather-ball', 'aromatherapy', 'bullet-seed', 'covet', 'magical-leaf', 'natural-gift', 'worry-seed', 'toxic-spikes', 'poison-jab', 'seed-bomb', 'energy-ball', 'giga-impact', 'leaf-storm', 'power-whip', 'captivate', 'grass-knot', 'venoshock', 'round', 'petal-blizzard', 'grassy-terrain', 'confide', 'venom-drench', 'dazzling-gleam', 'laser-focus', 'grassy-glide']","{'hp': 60, 'attack': 70, 'defense': 65, 'special-attack': 125, 'special-defense': 105, 'speed': 90}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
408,cranidos,['rock'],"['mold-breaker', 'sheer-force']","['fire-punch', 'thunder-punch', 'swords-dance', 'whirlwind', 'slam', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'facade', 'superpower', 'endeavor', 'secret-power', 'rock-tomb', 'rock-blast', 'shock-wave', 'hammer-arm', 'natural-gift', 'payback', 'assurance', 'fling', 'rock-polish', 'dragon-pulse', 'earth-power', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'smack-down', 'round', 'chip-away', 'incinerate', 'bulldoze', 'confide', 'power-up-punch', 'stomping-tantrum', 'tera-blast', 'trailblaze', 'dragon-cheer']","{'hp': 67, 'attack': 125, 'defense': 40, 'special-attack': 30, 'special-defense': 30, 'speed': 58}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
409,rampardos,['rock'],"['mold-breaker', 'sheer-force']","['fire-punch', 'thunder-punch', 'swords-dance', 'cut', 'whirlwind', 'slam', 'stomp', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'roar', 'flamethrower', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'facade', 'focus-punch', 'superpower', 'brick-break', 'endeavor', 'secret-power', 'rock-tomb', 'dragon-claw', 'rock-blast', 'shock-wave', 'hammer-arm', 'natural-gift', 'payback', 'assurance', 'fling', 'rock-polish', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'smack-down', 'heavy-slam', 'round', 'chip-away', 'incinerate', 'bulldoze', 'dragon-tail', 'confide', 'power-up-punch', 'laser-focus', 'stomping-tantrum', 'body-press', 'breaking-swipe', 'tera-blast', 'trailblaze', 'dragon-cheer', 'supercell-slam']","{'hp': 97, 'attack': 165, 'defense': 60, 'special-attack': 65, 'special-defense': 50, 'speed': 58}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
410,shieldon,"['rock', 'steel']","['sturdy', 'soundproof']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'counter', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'screech', 'double-team', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'torment', 'facade', 'taunt', 'secret-power', 'rock-tomb', 'metal-sound', 'sand-tomb', 'iron-defense', 'rock-blast', 'shock-wave', 'natural-gift', 'metal-burst', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'flash-cannon', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'wide-guard', 'guard-split', 'smack-down', 'heavy-slam', 'round', 'incinerate', 'bulldoze', 'confide', 'stomping-tantrum', 'steel-beam', 'scorching-sands', 'tera-blast', 'trailblaze', 'hard-press']","{'hp': 30, 'attack': 42, 'defense': 118, 'special-attack': 42, 'special-defense': 88, 'speed': 30}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
411,bastiodon,"['rock', 'steel']","['sturdy', 'soundproof']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'hyper-beam', 'counter', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'screech', 'double-team', 'reflect', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'torment', 'facade', 'taunt', 'magic-coat', 'secret-power', 'rock-tomb', 'metal-sound', 'sand-tomb', 'iron-defense', 'block', 'rock-blast', 'shock-wave', 'natural-gift', 'metal-burst', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'avalanche', 'flash-cannon', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'wide-guard', 'guard-split', 'smack-down', 'heavy-slam', 'foul-play', 'round', 'incinerate', 'bulldoze', 'confide', 'stomping-tantrum', 'body-press', 'steel-beam', 'meteor-beam', 'scorching-sands', 'tera-blast', 'trailblaze', 'hard-press']","{'hp': 60, 'attack': 52, 'defense': 168, 'special-attack': 47, 'special-defense': 138, 'speed': 30}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
412,burmy,['bug'],"['shed-skin', 'overcoat']","['tackle', 'string-shot', 'snore', 'protect', 'hidden-power', 'bug-bite', 'struggle-bug', 'electroweb']","{'hp': 40, 'attack': 29, 'defense': 45, 'special-attack': 29, 'special-defense': 45, 'speed': 36}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
413,wormadam-plant,"['bug', 'grass']","['anticipation', 'overcoat']","['gust', 'tackle', 'psybeam', 'hyper-beam', 'growth', 'razor-leaf', 'solar-beam', 'string-shot', 'dig', 'toxic', 'confusion', 'psychic', 'double-team', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'flail', 'protect', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'facade', 'endeavor', 'skill-swap', 'secret-power', 'silver-wind', 'signal-beam', 'bullet-seed', 'magical-leaf', 'natural-gift', 'worry-seed', 'sucker-punch', 'seed-bomb', 'bug-buzz', 'energy-ball', 'giga-impact', 'leaf-storm', 'captivate', 'grass-knot', 'bug-bite', 'venoshock', 'telekinesis', 'quiver-dance', 'round', 'ally-switch', 'struggle-bug', 'electroweb', 'confide', 'infestation']","{'hp': 60, 'attack': 59, 'defense': 85, 'special-attack': 79, 'special-defense': 105, 'speed': 36}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
414,mothim,"['bug', 'flying']","['swarm', 'tinted-lens']","['gust', 'tackle', 'psybeam', 'hyper-beam', 'solar-beam', 'poison-powder', 'string-shot', 'toxic', 'confusion', 'psychic', 'double-team', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'facade', 'skill-swap', 'secret-power', 'camouflage', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'air-slash', 'bug-buzz', 'energy-ball', 'giga-impact', 'defog', 'captivate', 'bug-bite', 'ominous-wind', 'venoshock', 'quiver-dance', 'round', 'acrobatics', 'struggle-bug', 'electroweb', 'confide', 'infestation', 'lunge']","{'hp': 70, 'attack': 94, 'defense': 50, 'special-attack': 94, 'special-defense': 50, 'speed': 66}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
415,combee,"['bug', 'flying']","['honey-gather', 'hustle']","['gust', 'string-shot', 'swift', 'snore', 'mud-slap', 'sleep-talk', 'sweet-scent', 'endeavor', 'air-cutter', 'tailwind', 'bug-buzz', 'bug-bite', 'ominous-wind', 'struggle-bug', 'lunge', 'skitter-smack', 'dual-wingbeat', 'tera-blast']","{'hp': 30, 'attack': 30, 'defense': 42, 'special-attack': 30, 'special-defense': 42, 'speed': 70}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
416,vespiquen,"['bug', 'flying']","['pressure', 'unnerve']","['cut', 'gust', 'take-down', 'poison-sting', 'pin-missile', 'hyper-beam', 'string-shot', 'toxic', 'agility', 'screech', 'double-team', 'recover', 'confuse-ray', 'swift', 'flash', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'reversal', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'spikes', 'destiny-bond', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'beat-up', 'uproar', 'facade', 'taunt', 'helping-hand', 'revenge', 'endeavor', 'secret-power', 'aromatherapy', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'assurance', 'fling', 'toxic-spikes', 'air-slash', 'x-scissor', 'bug-buzz', 'power-gem', 'giga-impact', 'defog', 'cross-poison', 'captivate', 'bug-bite', 'attack-order', 'defend-order', 'heal-order', 'ominous-wind', 'hone-claws', 'venoshock', 'round', 'hex', 'quash', 'acrobatics', 'struggle-bug', 'hurricane', 'fell-stinger', 'confide', 'aromatic-mist', 'infestation', 'laser-focus', 'pollen-puff', 'lunge', 'skitter-smack', 'dual-wingbeat', 'tera-blast', 'pounce', 'psychic-noise']","{'hp': 70, 'attack': 80, 'defense': 102, 'special-attack': 80, 'special-defense': 102, 'speed': 40}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
417,pachirisu,['electric'],"['run-away', 'pickup', 'volt-absorb']","['thunder-punch', 'cut', 'headbutt', 'take-down', 'tail-whip', 'bite', 'growl', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'defense-curl', 'light-screen', 'bide', 'swift', 'flash', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'flail', 'protect', 'sweet-kiss', 'mud-slap', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'uproar', 'flatter', 'facade', 'follow-me', 'charge', 'helping-hand', 'endeavor', 'secret-power', 'fake-tears', 'aerial-ace', 'mud-shot', 'covet', 'shock-wave', 'natural-gift', 'u-turn', 'fling', 'last-resort', 'magnet-rise', 'seed-bomb', 'giga-impact', 'thunder-fang', 'discharge', 'gunk-shot', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'bestow', 'volt-switch', 'electroweb', 'wild-charge', 'ion-deluge', 'play-rough', 'confide', 'eerie-impulse', 'electric-terrain', 'baby-doll-eyes', 'nuzzle', 'laser-focus', 'tera-blast', 'trailblaze', 'alluring-voice']","{'hp': 60, 'attack': 45, 'defense': 70, 'special-attack': 45, 'special-defense': 90, 'speed': 95}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
418,buizel,['water'],"['swift-swim', 'water-veil']","['double-slap', 'ice-punch', 'razor-wind', 'headbutt', 'tackle', 'take-down', 'tail-whip', 'bite', 'growl', 'roar', 'sonic-boom', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'low-kick', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'waterfall', 'swift', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'secret-power', 'dive', 'odor-sleuth', 'rock-tomb', 'bulk-up', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'fling', 'me-first', 'aqua-ring', 'aqua-tail', 'switcheroo', 'ice-fang', 'captivate', 'aqua-jet', 'double-hit', 'soak', 'low-sweep', 'round', 'echoed-voice', 'scald', 'tail-slap', 'confide', 'power-up-punch', 'liquidation', 'flip-turn', 'wave-crash', 'tera-blast', 'ice-spinner', 'chilling-water']","{'hp': 55, 'attack': 65, 'defense': 35, 'special-attack': 60, 'special-defense': 30, 'speed': 85}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
419,floatzel,['water'],"['swift-swim', 'water-veil']","['ice-punch', 'razor-wind', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'roar', 'sonic-boom', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'metronome', 'waterfall', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'rock-smash', 'whirlpool', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'secret-power', 'dive', 'rock-tomb', 'muddy-water', 'bulk-up', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'payback', 'fling', 'aqua-tail', 'focus-blast', 'giga-impact', 'ice-fang', 'captivate', 'aqua-jet', 'double-hit', 'soak', 'low-sweep', 'round', 'echoed-voice', 'scald', 'snarl', 'confide', 'power-up-punch', 'liquidation', 'flip-turn', 'wave-crash', 'tera-blast', 'ice-spinner', 'chilling-water']","{'hp': 85, 'attack': 105, 'defense': 55, 'special-attack': 85, 'special-defense': 50, 'speed': 115}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
420,cherubi,['grass'],['chlorophyll'],"['swords-dance', 'tackle', 'take-down', 'double-edge', 'absorb', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'stun-spore', 'sleep-powder', 'petal-dance', 'toxic', 'double-team', 'defense-curl', 'flash', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'morning-sun', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'secret-power', 'weather-ball', 'aromatherapy', 'grass-whistle', 'tickle', 'bullet-seed', 'magical-leaf', 'healing-wish', 'natural-gift', 'lucky-chant', 'worry-seed', 'seed-bomb', 'energy-ball', 'captivate', 'grass-knot', 'round', 'heal-pulse', 'petal-blizzard', 'draining-kiss', 'flower-shield', 'grassy-terrain', 'confide', 'dazzling-gleam', 'leafage', 'pollen-puff', 'grassy-glide']","{'hp': 45, 'attack': 35, 'defense': 45, 'special-attack': 62, 'special-defense': 53, 'speed': 35}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
421,cherrim,['grass'],['flower-gift'],"['swords-dance', 'tackle', 'take-down', 'double-edge', 'hyper-beam', 'absorb', 'leech-seed', 'growth', 'solar-beam', 'stun-spore', 'sleep-powder', 'petal-dance', 'toxic', 'double-team', 'flash', 'rest', 'substitute', 'snore', 'protect', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'morning-sun', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'secret-power', 'weather-ball', 'bullet-seed', 'magical-leaf', 'natural-gift', 'lucky-chant', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'captivate', 'grass-knot', 'round', 'petal-blizzard', 'draining-kiss', 'flower-shield', 'grassy-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'solar-blade', 'leafage', 'laser-focus', 'pollen-puff', 'grassy-glide']","{'hp': 70, 'attack': 60, 'defense': 70, 'special-attack': 87, 'special-defense': 78, 'speed': 85}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
422,shellos,['water'],"['sticky-hold', 'storm-drain', 'sand-force']","['headbutt', 'tackle', 'body-slam', 'take-down', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'counter', 'string-shot', 'fissure', 'toxic', 'double-team', 'recover', 'harden', 'sludge', 'waterfall', 'amnesia', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'mirror-coat', 'ancient-power', 'whirlpool', 'stockpile', 'spit-up', 'swallow', 'hail', 'memento', 'facade', 'helping-hand', 'yawn', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'muddy-water', 'mud-shot', 'water-pulse', 'brine', 'natural-gift', 'trump-card', 'earth-power', 'mud-bomb', 'stone-edge', 'captivate', 'stealth-rock', 'round', 'clear-smog', 'scald', 'bulldoze', 'confide', 'infestation', 'liquidation', 'skitter-smack', 'tera-blast', 'snowscape', 'chilling-water']","{'hp': 76, 'attack': 48, 'defense': 48, 'special-attack': 57, 'special-defense': 62, 'speed': 34}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
423,gastrodon,"['water', 'ground']","['sticky-hold', 'storm-drain', 'sand-force']","['headbutt', 'tackle', 'body-slam', 'take-down', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'string-shot', 'earthquake', 'dig', 'toxic', 'double-team', 'recover', 'harden', 'waterfall', 'amnesia', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'icy-wind', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'memento', 'facade', 'helping-hand', 'secret-power', 'dive', 'mud-sport', 'weather-ball', 'rock-tomb', 'sand-tomb', 'muddy-water', 'block', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'earth-power', 'giga-impact', 'mud-bomb', 'stone-edge', 'captivate', 'stealth-rock', 'sludge-wave', 'round', 'scald', 'bulldoze', 'confide', 'infestation', 'stomping-tantrum', 'liquidation', 'skitter-smack', 'tera-blast', 'snowscape', 'chilling-water']","{'hp': 111, 'attack': 83, 'defense': 68, 'special-attack': 92, 'special-defense': 82, 'speed': 39}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
424,ambipom,['normal'],"['technician', 'pickup', 'skill-link']","['fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'slam', 'sand-attack', 'headbutt', 'take-down', 'double-edge', 'tail-whip', 'hyper-beam', 'low-kick', 'counter', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'screech', 'double-team', 'metronome', 'swift', 'dream-eater', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'mud-slap', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'beat-up', 'fake-out', 'uproar', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'brick-break', 'knock-off', 'endeavor', 'snatch', 'secret-power', 'astonish', 'tickle', 'aerial-ace', 'bounce', 'mud-shot', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'u-turn', 'payback', 'fling', 'last-resort', 'seed-bomb', 'switcheroo', 'giga-impact', 'nasty-plot', 'shadow-claw', 'mud-bomb', 'gunk-shot', 'captivate', 'grass-knot', 'double-hit', 'hone-claws', 'smack-down', 'low-sweep', 'foul-play', 'round', 'quick-guard', 'acrobatics', 'retaliate', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'triple-axel', 'tera-blast', 'trailblaze', 'chilling-water', 'upper-hand']","{'hp': 75, 'attack': 100, 'defense': 66, 'special-attack': 60, 'special-defense': 66, 'speed': 115}","['diamond', 'pearl', 'platinum', 'heartgold', 'soulsilver', 'black', 'white', 'black-2', 'white-2']",generation-iv
